Time,Acc_X,Acc_Y,Acc_Z
2.522000000000000242e+00,6.785116173199061684e+00,-2.708665272531721180e-01,6.440360927333433239e+00
2.523000000000000131e+00,6.840362931965501936e+00,-2.130144345985857113e-01,6.501945297191910278e+00
2.524000000000000021e+00,6.403496168447697201e+00,-5.814449746870209434e-01,6.203103149998428378e+00
2.524999999999999911e+00,6.538531331391388868e+00,-4.696149083409384972e-01,6.292906484926657384e+00
2.526000000000000245e+00,6.548355164145743146e+00,-4.503487423712650983e-01,6.322820487475706130e+00
2.527000000000000135e+00,6.375103794261378631e+00,-6.027959305163933523e-01,6.192411035558639476e+00
2.528000000000000025e+00,6.744809331015699350e+00,-2.957884246785874027e-01,6.437982997113005368e+00
2.528999999999999915e+00,6.618482588417209378e+00,-4.036007370642519798e-01,6.349977380472889621e+00
2.530000000000000249e+00,6.711320858813997425e+00,-3.269175033451581780e-01,6.411828432147238743e+00
2.531000000000000139e+00,6.867005583907652699e+00,-1.993191764135625044e-01,6.512694576061203833e+00
2.532000000000000028e+00,6.637891024390182970e+00,-3.808791926479652146e-01,6.380075409213356252e+00
2.532999999999999918e+00,6.649949235453248342e+00,-3.693975913666400768e-01,6.392399485148902549e+00
2.534000000000000252e+00,6.730333200830563634e+00,-2.922464661256075069e-01,6.467770275278414971e+00
2.535000000000000142e+00,6.623021724586328318e+00,-3.655057597007853598e-01,6.430049685153341521e+00
2.536000000000000032e+00,6.620134788852555019e+00,-3.831447211480337178e-01,6.399179780711455656e+00
2.536999999999999922e+00,6.696091203216121279e+00,-3.156762628523218095e-01,6.459716422972378247e+00
2.538000000000000256e+00,6.718798974294935888e+00,-2.901369918526511271e-01,6.489678834073709268e+00
2.539000000000000146e+00,6.908990069356792496e+00,-1.419129190086713121e-01,6.597563413665439747e+00
2.540000000000000036e+00,6.867764828623303508e+00,-1.677476617072131693e-01,6.588782919626809509e+00
2.540999999999999925e+00,6.595303804342567133e+00,-4.038823722384726755e-01,6.390674770765311763e+00
2.542000000000000259e+00,6.686664799104736545e+00,-3.279630768720374623e-01,6.452889328966115556e+00
2.543000000000000149e+00,6.642111275184984898e+00,-3.410098323030625878e-01,6.473123175669413421e+00
2.544000000000000039e+00,6.471422596683139794e+00,-4.927542030660769790e-01,6.342133913714032012e+00
2.544999999999999929e+00,6.899432359512036150e+00,-1.159440016577737986e-01,6.669592356014948820e+00
2.546000000000000263e+00,6.450444183202582948e+00,-5.062306554517465029e-01,6.339891998943077311e+00
2.547000000000000153e+00,6.685209495205660879e+00,-3.154073932155566640e-01,6.488694864108537352e+00
2.548000000000000043e+00,6.993011929216448763e+00,-4.700912493221952315e-02,6.719647339619617021e+00
2.548999999999999932e+00,6.881091532653565324e+00,-1.357156608769521933e-01,6.656149533785050920e+00
2.550000000000000266e+00,7.035976135672414422e+00,-1.045175452972167685e-02,6.753823819720739863e+00
2.551000000000000156e+00,6.665431798376526551e+00,-3.279639223669799653e-01,6.491410748111642093e+00
2.552000000000000046e+00,6.718568204189476312e+00,-2.605882190064474635e-01,6.575128103219648246e+00
2.552999999999999936e+00,6.819018642010216347e+00,-1.779495647808174985e-01,6.642092265363721992e+00
2.554000000000000270e+00,6.728430817214722026e+00,-2.401527193755365608e-01,6.610445452539804201e+00
2.555000000000000160e+00,6.853939834105114315e+00,-1.286756499591825420e-01,6.710096001722745562e+00
2.556000000000000050e+00,6.998860284375320262e+00,-1.773951004450681490e-02,6.789286322805344831e+00
2.556999999999999940e+00,6.817047240029592281e+00,-1.707704683713160698e-01,6.667308248155894290e+00
2.558000000000000274e+00,7.200468137210870090e+00,1.606565085820100824e-01,6.949043584123463901e+00
2.559000000000000163e+00,7.131984682336956816e+00,9.350877907773171016e-02,6.885564450331306041e+00
2.560000000000000053e+00,6.937739817984882151e+00,-5.725803954051200684e-02,6.780638183059036983e+00
2.560999999999999943e+00,6.832461911858720427e+00,-1.564297161589614515e-01,6.689963856350453320e+00
2.561999999999999833e+00,6.726694571858335969e+00,-2.379358046684713068e-01,6.635137670205605964e+00
2.563000000000000167e+00,6.676671954557839683e+00,-2.631318046758881479e-01,6.637213321600836657e+00
2.564000000000000057e+00,6.679521174121946459e+00,-2.771340388680019196e-01,6.608829841875350830e+00
2.564999999999999947e+00,6.634050852155080946e+00,-3.117659798522143255e-01,6.587530394339639273e+00
2.565999999999999837e+00,6.737629050687441001e+00,-2.217292582034338932e-01,6.666542326440776378e+00
2.567000000000000171e+00,7.155923639048934248e+00,1.315605134121482778e-01,6.957365155990494543e+00
2.568000000000000060e+00,6.850534466345180817e+00,-1.291806256388759455e-01,6.743829668389229148e+00
2.568999999999999950e+00,7.061654375940879191e+00,6.056203579862571434e-02,6.914770943206399068e+00
2.569999999999999840e+00,7.061355941299068739e+00,5.933155643160358678e-02,6.915200971517688977e+00
2.571000000000000174e+00,6.768005714826327512e+00,-1.744472746541148589e-01,6.743601174459380232e+00
2.572000000000000064e+00,6.801724497339193043e+00,-1.458982050372454320e-01,6.769601601513320688e+00
2.572999999999999954e+00,6.787269486271412688e+00,-1.560120218281954574e-01,6.766461778493712664e+00
2.573999999999999844e+00,6.836333711722878625e+00,-9.729936556231444378e-02,6.837465645727250241e+00
2.575000000000000178e+00,7.253951217816387853e+00,2.559217141080027957e-01,7.128941267412025162e+00
2.576000000000000068e+00,7.149406405790643682e+00,1.615399649216913702e-01,7.047379903722381655e+00
2.576999999999999957e+00,6.993017470639584232e+00,2.602289420932543673e-02,6.935396500829467570e+00
2.577999999999999847e+00,7.061138722763470099e+00,7.120198951094044992e-02,6.960297812819973728e+00
2.579000000000000181e+00,7.248008816327034864e+00,2.604021603601082147e-01,7.154493059311969994e+00
2.580000000000000071e+00,6.977947781780402536e+00,2.841897444521233190e-02,6.963251367730601160e+00
2.580999999999999961e+00,7.181499613679093841e+00,2.072950111309360688e-01,7.120111895069834773e+00
2.581999999999999851e+00,6.967534978751331209e+00,3.799308591698938309e-02,6.998127571342400266e+00
2.583000000000000185e+00,7.079015677052674427e+00,1.296257399134282395e-01,7.072559620032830452e+00
2.584000000000000075e+00,7.060635408680665748e+00,1.001438951156304741e-01,7.034614104643150512e+00
2.584999999999999964e+00,7.065669890435737344e+00,1.143693731328851715e-01,7.060656852248903270e+00
2.585999999999999854e+00,7.219100229363101917e+00,2.320432743135069642e-01,7.145186841012571399e+00
2.587000000000000188e+00,7.330077177948480127e+00,3.334435836459638813e-01,7.239607159636476830e+00
2.588000000000000078e+00,7.281330269786915110e+00,3.090404159732304534e-01,7.242126365006197553e+00
2.588999999999999968e+00,7.386712285200224493e+00,3.973178649838961518e-01,7.315857717471901722e+00
2.589999999999999858e+00,7.108440259984016407e+00,1.693774246326752164e-01,7.140785017887799846e+00
2.591000000000000192e+00,7.113651487893096537e+00,1.888960442812212537e-01,7.177122718378529775e+00
2.592000000000000082e+00,7.008778022006771913e+00,8.124404971253712526e-02,7.069177265993369375e+00
2.592999999999999972e+00,6.993359240766862328e+00,8.034649530141275975e-02,7.085257244016131217e+00
2.593999999999999861e+00,7.161582983806055402e+00,2.211404355791559695e-01,7.201046782285409620e+00
2.595000000000000195e+00,7.512243549508427876e+00,5.182004423828655559e-01,7.446898596959588446e+00
2.596000000000000085e+00,7.339073895835642958e+00,3.774803357982595697e-01,7.340985254606822608e+00
2.596999999999999975e+00,7.391803789795783786e+00,4.170094226199805298e-01,7.369633502686571802e+00
2.597999999999999865e+00,7.365064722770997108e+00,3.994477510795280684e-01,7.363529866702425153e+00
2.599000000000000199e+00,7.112486654478465731e+00,2.011421732495242698e-01,7.221736034064814902e+00
2.600000000000000089e+00,7.047495063087932721e+00,1.378202523390360534e-01,7.162279621565483367e+00
2.600999999999999979e+00,7.042292072583086870e+00,1.453920922855243270e-01,7.184776710183200521e+00
2.601999999999999869e+00,7.006303081195725646e+00,1.225222967427500032e-01,7.177129137586089058e+00
2.603000000000000203e+00,7.361000511868336815e+00,4.174777618794296430e-01,7.414396336200136162e+00
2.604000000000000092e+00,7.273917802867704729e+00,3.433365474970183073e-01,7.355199087733636176e+00
2.604999999999999982e+00,7.432135274696669569e+00,4.802814080921518070e-01,7.472820721257118493e+00
2.605999999999999872e+00,7.485614953190575349e+00,5.122060324311838997e-01,7.485084772082718274e+00
2.607000000000000206e+00,7.360334080936409507e+00,4.219726452570181641e-01,7.431736676541050635e+00
2.608000000000000096e+00,7.395959094416017621e+00,4.564643998133222635e-01,7.466874582620053324e+00
2.608999999999999986e+00,7.492996602935419581e+00,5.464670794837231949e-01,7.551561776994760500e+00
2.609999999999999876e+00,6.970100096460934758e+00,1.010482614068889395e-01,7.185278307044972834e+00
2.611000000000000210e+00,7.259870313318014468e+00,3.492181646206518053e-01,7.393442312007233674e+00
2.612000000000000099e+00,7.501805673339860370e+00,5.633652711856034223e-01,7.581330834570972677e+00
2.612999999999999989e+00,7.260442797898012834e+00,3.520287888209238658e-01,7.401484228548374844e+00
2.613999999999999879e+00,7.683774926980485809e+00,7.080348626151242719e-01,7.691560167574025719e+00
2.615000000000000213e+00,7.268409983572532873e+00,3.405239607882212249e-01,7.373230354528655717e+00
2.616000000000000103e+00,7.377118060271434352e+00,4.479130513255952795e-01,7.480557390392593042e+00
2.616999999999999993e+00,7.546807620732870703e+00,5.922585975943684966e-01,7.600744566149632675e+00
2.617999999999999883e+00,7.289343534579121986e+00,3.868449446613344000e-01,7.448494602545881804e+00
2.619000000000000217e+00,7.221123421476255189e+00,3.315154957969088656e-01,7.407095660962252026e+00
2.620000000000000107e+00,7.419828325856828499e+00,5.012857624375651744e-01,7.548896770466015482e+00
2.620999999999999996e+00,7.174416996898943744e+00,2.947162807489296932e-01,7.382059382712036211e+00
2.621999999999999886e+00,7.341685952475029531e+00,4.253868737012472812e-01,7.476945833801003083e+00
2.623000000000000220e+00,7.541637534820715416e+00,5.904803076397577843e-01,7.607918603306693228e+00
2.624000000000000110e+00,7.445772857151467861e+00,5.127072936980190399e-01,7.548897371938175560e+00
2.625000000000000000e+00,7.599768550068419337e+00,6.330017326538066591e-01,7.636072766192434358e+00
2.625999999999999890e+00,7.543802714292701772e+00,5.919023636389246779e-01,7.610343704278511368e+00
2.627000000000000224e+00,7.462540907192965811e+00,5.385020260675528192e-01,7.585229934575656863e+00
2.628000000000000114e+00,7.626154137127458377e+00,6.775261677167532248e-01,7.700011058469391045e+00
2.629000000000000004e+00,7.217640408580157541e+00,3.287853927204102966e-01,7.411310082106647101e+00
2.629999999999999893e+00,7.104637703454757869e+00,2.302679246924455858e-01,7.327465362136165616e+00
2.631000000000000227e+00,7.558975832187610600e+00,6.192162682640569571e-01,7.651132078340941334e+00
2.632000000000000117e+00,7.490734081947225675e+00,5.673870235496609737e-01,7.615744214923071631e+00
2.633000000000000007e+00,7.543293984866741297e+00,6.015096202117016233e-01,7.631379260833687894e+00
2.633999999999999897e+00,7.617978583156593153e+00,6.574909498766676741e-01,7.668528209804354567e+00
2.635000000000000231e+00,7.242949025680328390e+00,3.411449230088214879e-01,7.410658077709118885e+00
2.636000000000000121e+00,7.619894976522348706e+00,6.744980757323559839e-01,7.700132707709110846e+00
2.637000000000000011e+00,7.272390693641150428e+00,3.704456951136420040e-01,7.439168942108917548e+00
2.637999999999999901e+00,7.270453261153789981e+00,3.889647526656170307e-01,7.477704256902709012e+00
2.639000000000000234e+00,7.424834243971213610e+00,5.105482863758827872e-01,7.565973870893439646e+00
2.640000000000000124e+00,7.247182244529803086e+00,3.531168333734177045e-01,7.428171053869504270e+00
2.641000000000000014e+00,7.197681264342913998e+00,3.057312141823791962e-01,7.382234333012127614e+00
2.641999999999999904e+00,7.703382198972268391e+00,7.335256760045486546e-01,7.731382283816954804e+00
2.643000000000000238e+00,7.473033343424443586e+00,5.350497141991991112e-01,7.563966666862525834e+00
2.644000000000000128e+00,7.567818426736904414e+00,6.185397470707533207e-01,7.635277741882475766e+00
2.645000000000000018e+00,7.521154070499272315e+00,5.691902136754930508e-01,7.582289003819054685e+00
2.645999999999999908e+00,7.100828783564762325e+00,2.169762265406134372e-01,7.297163492390536632e+00
2.647000000000000242e+00,7.326584989733991193e+00,4.166525790098606352e-01,7.469669777819926360e+00
2.648000000000000131e+00,7.344202497526443274e+00,4.289135247390771788e-01,7.475418048657635595e+00
2.649000000000000021e+00,7.245103353794643652e+00,3.516382916716197515e-01,7.418746284604451624e+00
2.649999999999999911e+00,7.431584141714377978e+00,4.937657959508037209e-01,7.515237384717434743e+00
2.651000000000000245e+00,7.320982635757878221e+00,3.868833163995094582e-01,7.410729859653920393e+00
2.652000000000000135e+00,7.389166660932806607e+00,4.513753517240920443e-01,7.470126684987016930e+00
2.653000000000000025e+00,7.543973703818090293e+00,5.703494419427503903e-01,7.551807331064004813e+00
2.653999999999999915e+00,7.279931723389072573e+00,3.486481140955077218e-01,7.370930841531714073e+00
2.655000000000000249e+00,7.413028866763978542e+00,4.802886272156039471e-01,7.499545605358899358e+00
2.656000000000000139e+00,7.148762736143519980e+00,2.357258473249152497e-01,7.273065837611571993e+00
2.657000000000000028e+00,7.077996194747845138e+00,1.942541552866605403e-01,7.259219586846298533e+00
2.657999999999999918e+00,7.240747849771685729e+00,3.341827468660791833e-01,7.374608849804857869e+00
2.659000000000000252e+00,7.382471802833180163e+00,4.449545099408988569e-01,7.452667572821418673e+00
2.660000000000000142e+00,7.358924714320215443e+00,4.310269222108598086e-01,7.446556380240073381e+00
2.661000000000000032e+00,7.352928279713301762e+00,4.022906441349258788e-01,7.393237281224251056e+00
2.661999999999999922e+00,7.500282422399433102e+00,5.277411489948323764e-01,7.494903734244282134e+00
2.663000000000000256e+00,7.347090600928784632e+00,4.046842529307983494e-01,7.400066396986446193e+00
2.664000000000000146e+00,7.445233037290171829e+00,4.808029030955251470e-01,7.452213471403513090e+00
2.665000000000000036e+00,7.342947758873983766e+00,4.034799840634034629e-01,7.397875271515694351e+00
2.665999999999999925e+00,6.929054733412146838e+00,4.390103249433782717e-02,7.090605514675201171e+00
2.667000000000000259e+00,7.265824305555590001e+00,3.289625843254065929e-01,7.321929576184402322e+00
2.668000000000000149e+00,7.231104281226339303e+00,3.053123210407287513e-01,7.307297694235369789e+00
2.669000000000000039e+00,7.327416964855293813e+00,3.797424522704700434e-01,7.357774694565895501e+00
2.669999999999999929e+00,7.426411258091889067e+00,4.431245147098994419e-01,7.383457486232026135e+00
2.671000000000000263e+00,7.156540112800747977e+00,2.092323424324083747e-01,7.183443545834302668e+00
2.672000000000000153e+00,7.398008965642692836e+00,4.145155049417575399e-01,7.350429355595426095e+00
2.673000000000000043e+00,7.383605486389027917e+00,3.991413180811746453e-01,7.331964673380271691e+00
2.673999999999999932e+00,7.127995854399213016e+00,1.936866500534286661e-01,7.174539864741062978e+00
2.675000000000000266e+00,7.207917080499844253e+00,2.575368775414546563e-01,7.220191489733602808e+00
2.676000000000000156e+00,6.998575998898069805e+00,7.537786589329564801e-02,7.063087267803793701e+00
2.677000000000000046e+00,7.046462222395376784e+00,1.277112950613765729e-01,7.117743770863294017e+00
2.677999999999999936e+00,7.338332915419304214e+00,3.637609641193472743e-01,7.295854255688174028e+00
2.679000000000000270e+00,7.041154132953411526e+00,9.581336936231076018e-02,7.055028477576717805e+00
2.680000000000000160e+00,7.214489552742403333e+00,2.456598720596794572e-01,7.179288290032828534e+00
2.681000000000000050e+00,7.213654074487500623e+00,2.231501367502034539e-01,7.133020918543903299e+00
2.681999999999999940e+00,7.281468888981128984e+00,3.014196839996841626e-01,7.219678993349924134e+00
2.683000000000000274e+00,8.158542896353123908e+00,1.328618586142813918e+00,8.690794218692309059e+00
2.684000000000000163e+00,7.722589733570466741e+00,8.405634354600697300e-01,8.032210415130156989e+00
2.685000000000000053e+00,7.150008269595209853e+00,2.925871728161312801e-01,7.436239106262416243e+00
2.685999999999999943e+00,7.194866166846527911e+00,2.868691139565848203e-01,7.335152636564885142e+00
2.687000000000000277e+00,7.121695552694348841e+00,1.928640142300628024e-01,7.192400561267754178e+00
2.688000000000000167e+00,7.116729164059131918e+00,1.816979708032937513e-01,7.157375278298684584e+00
2.689000000000000057e+00,7.336676060730730420e+00,3.450133293270188917e-01,7.252633889510126330e+00
2.689999999999999947e+00,7.143794001184733844e+00,1.670704163073046256e-01,7.082002893587812764e+00
2.690999999999999837e+00,7.126020923668969331e+00,1.563484183192663524e-01,7.073025921448790498e+00
2.692000000000000171e+00,7.199964485069254572e+00,2.083130513558600905e-01,7.099131944032137653e+00
2.693000000000000060e+00,6.893153162180415627e+00,-4.882651256389086702e-02,6.886675663113639878e+00
2.693999999999999950e+00,6.874721422566629769e+00,-5.874355030853916498e-02,6.883619292943170542e+00
2.694999999999999840e+00,6.944207839219985523e+00,-8.537120997479412041e-03,6.912941933869934275e+00
2.696000000000000174e+00,6.600211944304595235e+00,-3.051451468697892744e-01,6.662170397245509967e+00
2.697000000000000064e+00,7.131461035402094417e+00,1.543988560130166166e-01,7.048512474822354434e+00
2.697999999999999954e+00,7.098314323082358435e+00,1.056327420217743063e-01,6.982686716801338456e+00
2.698999999999999844e+00,7.183890246981487593e+00,1.902430314632370389e-01,7.064949703951826088e+00
2.700000000000000178e+00,7.328125373765225881e+00,3.008906449534549110e-01,7.140688615672064365e+00
2.701000000000000068e+00,7.051453264936622389e+00,5.628136572262279480e-02,6.926883284158139809e+00
2.701999999999999957e+00,7.016758526512237637e+00,4.511254261711006991e-02,6.938045548192254053e+00
2.702999999999999847e+00,7.115262898277507020e+00,1.242830839661733522e-01,6.996753149178259967e+00
2.704000000000000181e+00,6.518522560671353716e+00,-3.968960315951817752e-01,6.550073443560700426e+00
2.705000000000000071e+00,6.725389769587456712e+00,-2.055726494533963722e-01,6.724859977130849487e+00
2.705999999999999961e+00,6.949317714098271814e+00,-2.622970952473234127e-02,6.858695084154587285e+00
2.706999999999999851e+00,6.902217884529912695e+00,-6.149940167878351072e-02,6.834404206429171680e+00
2.708000000000000185e+00,7.064169679310140282e+00,7.180945757544202057e-02,6.938291531154715308e+00
2.709000000000000075e+00,7.169051419174473416e+00,1.504087357555320970e-01,6.989903596267443397e+00
2.709999999999999964e+00,7.018391641233475475e+00,3.401611312596088815e-02,6.907148252138692435e+00
2.710999999999999854e+00,6.918193432676462251e+00,-6.190963872536070500e-02,6.814940883470795185e+00
2.712000000000000188e+00,7.049472815592251251e+00,6.123647037712386110e-02,6.929476277574337928e+00
2.713000000000000078e+00,6.771724816519051338e+00,-1.668679913451761865e-01,6.750615272429487668e+00
2.713999999999999968e+00,6.885662117728364784e+00,-7.997688353687443241e-02,6.810138092400267240e+00
2.714999999999999858e+00,6.806588496179873715e+00,-1.498238441361734175e-01,6.749274207375323797e+00
2.716000000000000192e+00,6.772314289375136909e+00,-1.796419815991720514e-01,6.723747481546782367e+00
2.717000000000000082e+00,7.231305144446547040e+00,2.066421956638055946e-01,7.037239564661502023e+00
2.717999999999999972e+00,6.973711681211384850e+00,-1.722786031168245524e-02,6.847086949113014853e+00
2.718999999999999861e+00,6.925847101124782412e+00,-5.839336712742224794e-02,6.812694100301786015e+00
2.720000000000000195e+00,7.115260567869010622e+00,1.045492473865684141e-01,6.949318994478613121e+00
2.721000000000000085e+00,7.021565231122995243e+00,4.846013172472100894e-02,6.931068667830415642e+00
2.721999999999999975e+00,6.923397491131733084e+00,-3.738646790320358793e-02,6.857854994578578278e+00
2.722999999999999865e+00,6.802690559999129860e+00,-1.481630999400751769e-01,6.757399340972575885e+00
2.724000000000000199e+00,6.761764204456570226e+00,-1.685787604604492840e-01,6.757963516722253594e+00
2.725000000000000089e+00,6.969397896564620609e+00,-3.510096102074894420e-03,6.881014218728616960e+00
2.725999999999999979e+00,6.946839332531954625e+00,-3.302098947940343421e-02,6.845175341869722097e+00
2.726999999999999869e+00,7.048937849735362526e+00,6.357200802817308816e-02,6.936963696971989002e+00
2.728000000000000203e+00,7.298853879783271381e+00,2.673708803710100335e-01,7.095421966639227307e+00
2.729000000000000092e+00,6.954614606478588534e+00,-2.915767044621074555e-02,6.847455413576768457e+00
2.729999999999999982e+00,7.051604865922468157e+00,7.362443024783428547e-02,6.956954290683873943e+00
2.730999999999999872e+00,7.229277747669949683e+00,2.282591304334086191e-01,7.089548242286859647e+00
2.732000000000000206e+00,6.667113506936376055e+00,-2.527970599295354392e-01,6.690668770509656582e+00
2.733000000000000096e+00,6.725442155146814649e+00,-1.999143861612243667e-01,6.739244011569969217e+00
2.733999999999999986e+00,6.972110855325499124e+00,6.747127074577544126e-03,6.907105293756574227e+00
2.734999999999999876e+00,6.746536083421234231e+00,-1.864704251436135607e-01,6.747518775895334109e+00
2.736000000000000210e+00,7.050528544780044982e+00,6.691529022424959339e-02,6.951636769059184928e+00
2.737000000000000099e+00,7.261466436250438861e+00,2.471984528922834268e-01,7.102667693754322720e+00
2.737999999999999989e+00,7.044196044878447971e+00,6.847151064153923772e-02,6.963948325997281863e+00
2.738999999999999879e+00,7.238798387006887936e+00,2.340817661860065124e-01,7.102090334051723630e+00
2.740000000000000213e+00,7.047836547239635152e+00,7.789021591548335455e-02,6.982250619169087180e+00
2.741000000000000103e+00,6.853633159597868563e+00,-7.634379960301640455e-02,6.869623137766798671e+00
2.741999999999999993e+00,6.872672872011586165e+00,-7.141747015857542735e-02,6.862126690311409760e+00
2.742999999999999883e+00,6.986040785260103192e+00,4.264108299396225654e-02,6.978617682706630632e+00
2.744000000000000217e+00,6.945160094605843604e+00,1.644828939932996975e-03,6.939296530922755224e+00
2.745000000000000107e+00,7.128901955574059812e+00,1.434170377816875452e-01,7.040936219322167844e+00
2.745999999999999996e+00,7.166834233416556010e+00,1.883971330126500143e-01,7.094845258792177312e+00
2.746999999999999886e+00,7.319146176012538696e+00,3.177566488749129503e-01,7.203174931501273193e+00
2.748000000000000220e+00,7.345363085579031726e+00,3.385864768687661952e-01,7.220579115239635470e+00
2.749000000000000110e+00,7.190783626952448770e+00,2.280195011347198042e-01,7.156022249019782677e+00
2.750000000000000000e+00,7.033377971923068905e+00,8.428283144173301378e-02,7.027985657919297857e+00
2.750999999999999890e+00,6.986328946051131972e+00,5.058137208136736368e-02,7.009693547332416230e+00
2.752000000000000224e+00,6.943830941869040707e+00,2.850831332374238053e-02,7.010135076033710888e+00
2.753000000000000114e+00,6.980025884412004444e+00,3.885526555963722539e-02,6.996748662356004900e+00
2.754000000000000004e+00,7.381835345556996053e+00,4.005087981429211741e-01,7.320382951026686236e+00
2.754999999999999893e+00,7.272668921414799037e+00,3.006192247312486909e-01,7.231926010009017247e+00
2.756000000000000227e+00,7.490327766509675911e+00,4.754753690592525284e-01,7.366151331477798436e+00
2.757000000000000117e+00,7.344644018310668265e+00,3.628601580080084710e-01,7.288789597088190853e+00
2.758000000000000007e+00,7.150091673507238177e+00,1.957194603153696311e-01,7.151255482829424359e+00
2.758999999999999897e+00,7.402576716312610827e+00,4.238689329047150567e-01,7.357271227130140367e+00
2.760000000000000231e+00,7.035141303927160195e+00,1.235167821620664630e-01,7.126207971738068636e+00
2.761000000000000121e+00,7.224569584708027570e+00,2.906400419907714250e-01,7.273232503481215971e+00
2.762000000000000011e+00,6.945463377949699257e+00,3.438419741294823639e-02,7.042030825539240091e+00
2.762999999999999901e+00,7.059416525263936926e+00,1.471510544576541679e-01,7.155809549711499074e+00
2.764000000000000234e+00,7.415518835161138078e+00,4.426256848619963824e-01,7.392845845127026472e+00
2.765000000000000124e+00,7.243313986175932584e+00,2.848769746092834620e-01,7.251730636096685778e+00
2.766000000000000014e+00,7.376908001424338224e+00,4.150077803166368762e-01,7.380560444239891105e+00
2.766999999999999904e+00,7.515129582343083037e+00,5.270108469325514022e-01,7.468488894051040106e+00
2.768000000000000238e+00,7.160143340663494449e+00,2.302710157532374402e-01,7.232117900865777216e+00
2.769000000000000128e+00,7.261259341419364688e+00,3.362420281501824482e-01,7.345041739207372800e+00
2.770000000000000018e+00,7.330079941672646981e+00,3.916055655877206387e-01,7.389018287981762079e+00
2.770999999999999908e+00,7.085455807417933904e+00,1.914285189967565581e-01,7.235327556187434617e+00
2.772000000000000242e+00,7.204674290238472167e+00,2.893274501265931109e-01,7.313912232806234037e+00
2.773000000000000131e+00,7.416977308383274625e+00,4.634747233910052056e-01,7.451872073232676641e+00
2.774000000000000021e+00,7.285305777834405916e+00,3.552436013800208126e-01,7.369009663010638533e+00
2.774999999999999911e+00,7.396466840819972077e+00,4.381932189861031945e-01,7.425633141314271768e+00
2.776000000000000245e+00,7.488577867249739839e+00,5.226597421835511570e-01,7.504294520768924670e+00
2.777000000000000135e+00,7.240009695835502690e+00,3.216006796745538576e-01,7.352535073271926791e+00
2.778000000000000025e+00,7.477825326263821459e+00,5.289936047105754380e-01,7.531244085058089510e+00
2.778999999999999915e+00,7.219177145080687197e+00,3.136617242934712779e-01,7.360912772754348410e+00
2.780000000000000249e+00,7.303208654524639520e+00,4.017810479957920622e-01,7.454746895661213735e+00
2.781000000000000139e+00,7.317435737820330743e+00,3.959393467599652827e-01,7.430403411463787577e+00
2.782000000000000028e+00,7.439295439160505730e+00,5.144581177764526725e-01,7.547085629340044122e+00
2.782999999999999918e+00,7.299364330020854830e+00,3.803063616852644380e-01,7.420152401306297385e+00
2.784000000000000252e+00,7.510832009061728876e+00,5.529578180821723699e-01,7.555359096504281169e+00
2.785000000000000142e+00,7.301316463302189419e+00,3.831844778951856711e-01,7.426629267871407869e+00
2.786000000000000032e+00,7.490188293359191007e+00,5.500312742140277544e-01,7.572679811562910146e+00
2.786999999999999922e+00,7.450368953829658913e+00,5.182725727336101595e-01,7.550135710366269848e+00
2.788000000000000256e+00,7.260014535498408250e+00,3.731747812992372570e-01,7.451371473396803502e+00
2.789000000000000146e+00,7.238066660385652717e+00,3.427752933680888736e-01,7.413518130686163943e+00
2.790000000000000036e+00,7.343767237314852814e+00,4.398306416879330105e-01,7.502844787581516961e+00
2.790999999999999925e+00,7.523567812416260381e+00,6.064630599962407276e-01,7.657142400143020389e+00
2.792000000000000259e+00,7.518635789502050137e+00,5.742381674622127896e-01,7.598372926045522391e+00
2.793000000000000149e+00,7.458321193263187432e+00,5.228967538836725160e-01,7.556666134055173956e+00
2.794000000000000039e+00,7.461372703401856654e+00,5.261074723834451294e-01,7.560608957453442969e+00
2.794999999999999929e+00,7.747028151417470809e+00,7.702478607046077119e-01,7.763717041886573966e+00
2.796000000000000263e+00,7.517740205420548882e+00,5.888135600948435355e-01,7.630527500244135730e+00
2.797000000000000153e+00,7.345548574036980582e+00,4.387876956759771963e-01,7.502965471293982169e+00
2.798000000000000043e+00,7.400309793607546816e+00,4.855709869079029017e-01,7.541974555085080745e+00
2.798999999999999932e+00,7.281746088462282884e+00,3.990787569258624767e-01,7.487661972894645857e+00
2.800000000000000266e+00,7.407076798226485792e+00,4.951842508786465369e-01,7.554553778016273036e+00
2.801000000000000156e+00,7.384795420824280754e+00,4.651723311530011618e-01,7.516725204492234802e+00
2.802000000000000046e+00,7.377466717716442801e+00,4.649555756214655000e-01,7.523435759526423183e+00
2.802999999999999936e+00,7.644617910260196325e+00,6.827633150099909898e-01,7.691616102881793537e+00
2.804000000000000270e+00,7.584981255154789714e+00,6.364171733411968512e-01,7.658176553209286475e+00
2.805000000000000160e+00,7.344716392319959652e+00,4.343241292708396317e-01,7.493770863595561771e+00
2.806000000000000050e+00,7.553486596537658748e+00,6.128909775745444710e-01,7.641548893512701390e+00
2.806999999999999940e+00,7.390020909238553593e+00,4.869665137003740263e-01,7.552478846619198549e+00
2.808000000000000274e+00,7.239109219758002034e+00,3.532865379773403869e-01,7.435242198267543401e+00
2.809000000000000163e+00,7.448453930060281891e+00,5.240187261384257056e-01,7.566471772036774901e+00
2.810000000000000053e+00,7.400129780467361584e+00,4.894636735758960411e-01,7.544694002589451109e+00
